Item,Start Date ,Start Time,End Date,End Time,Component,Description,"Duration of Downtime
,26-Aug,7:25,26-Aug,7:33,MB2,Insulation failure,0:08:00,,,,
,26-Aug,7:25,26-Aug,7:42,MC5,Insulation failure,0:17:00,,,,
,26-Aug,8:00,26-Aug,8:21,MB2,Insulation failure,0:21:00,,,,
,26-Aug,8:10,26-Aug,8:24,MD3,Insulation failure,0:14:00,,,,
,26-Aug,8:22,26-Aug,8:31,MC5,Insulation failure,0:09:00,,,,
,26-Aug,8:25,26-Aug,8:28,MD4,Insulation failure,0:03:00,,,,
,26-Aug,8:26,26-Aug,8:31,MC1,Insulation failure,0:05:00,,,,
,26-Aug,8:34,26-Aug,8:45,MC5,Insulation failure,0:11:00,,,,
,26-Aug,8:39,26-Aug,8:41,MC1,Insulation failure,0:02:00,,,,
,26-Aug,8:46,26-Aug,8:48,MB2,Insulation failure,0:02:00,,,,
,26-Aug,8:54,26-Aug,8:57,MD4,Insulation failure,0:03:00,,,,
,26-Aug,9:03,26-Aug,9:06,MC1,Insulation failure,0:03:00,,,,
,26-Aug,9:03,26-Aug,9:05,MD4,Insulation failure,0:02:00,,,,
,26-Aug,9:09,26-Aug,9:36,MD5,Insulation failure,0:27:00,,,,
,26-Aug,9:28,26-Aug,9:31,MC1,Insulation failure,0:03:00,,,,
,26-Aug,9:44,26-Aug,9:48,MD4,Insulation failure,0:04:00,,,,
,26-Aug,9:51,26-Aug,9:52,MC1,Insulation failure,0:01:00,,,,
,26-Aug,10:02,26-Aug,10:06,MC1,Insulation failure,0:04:00,,,,
,26-Aug,10:42,26-Aug,10:44,MC1,Insulation failure,0:02:00,,,,
,27-Aug,7:18,27-Aug,7:34,MD4,Insulation failure,0:16:00,,,,
,27-Aug,7:37,27-Aug,7:55,MB2,Insulation failure,0:18:00,,,,
,27-Aug,7:51,27-Aug,8:05,MD4,Insulation failure,0:14:00,,,,
,27-Aug,8:03,27-Aug,8:08,MB4,Insulation failure,0:05:00,,,,
,27-Aug,8:04,27-Aug,8:21,MC3,Insulation failure,0:17:00,,,,
,27-Aug,8:10,27-Aug,8:34,MD4,Insulation failure,0:24:00,,,,
,27-Aug,8:23,27-Aug,8:51,MB2,Insulation failure,0:28:00,,,,
,28-Aug,7:17,28-Aug,7:58,MD4,Insulation failure,0:41:00,,,,
,28-Aug,7:26,28-Aug,7:39,MB4,Insulation failure,0:13:00,,,,
,28-Aug,8:42,28-Aug,8:45,MD4,Insulation failure,0:03:00,,,,
,28-Aug,8:54,28-Aug,9:05,MD4,Insulation failure,0:11:00,,,,
,28-Aug,9:13,28-Aug,9:22,MB4,Insulation failure,0:09:00,,,,
,28-Aug,11:35,28-Aug,11:56,MD4,Insulation failure,0:21:00,,,,
,28-Aug,12:14,28-Aug,12:18,MD4,Insulation failure,0:04:00,,,,
,29-Aug,8:05,29-Aug,8:30,MB4,Insulation failure,0:25:00,,,,
,30-Aug,7:20,30-Aug,7:38,MB2,Insulation failure,0:18:00,,,,
,1-Sep,8:00,1-Sep,8:19,MC3,Insulation Failure,0:19:00,,,,
,2-Sep,7:53,2-Sep,7:58,MC3,Insulation Failure,0:05:00,,,,
,2-Sep,8:23,2-Sep,8:24,MC3,Insulation Failure,0:01:00,,,,
,2-Sep,8:27,2-Sep,8:52,MA5,Insulation Failure,0:25:00,,,,
,3-Sep,7:24,3-Sep,7:52,MC3,Insulation Failure,0:28:00,,,,
,3-Sep,12:02,3-Sep,12:40,MC4,Insulation Failure,0:38:00,,,,
,4-Sep,7:16,4-Sep,7:28,MB6,Insulation Failure,0:12:00,,,,
,4-Sep,9:07,4-Sep,9:55,MB6,Insulation Failure,0:48:00,,,,
,4-Sep,11:58,4-Sep,12:26,MC4,Insulation Failure,0:28:00,,,,
,6-Sep,8:24,6-Sep,8:42,MD3,Insulation Failure,0:18:00,,,,
,7-Sep,8:00,7-Sep,8:25,MA6,Insulation Failure,0:25:00,,,,
,7-Sep,9:34,7-Sep,9:40,MD5,Insulation Failure,0:06:00,,,,
,7-Sep,9:59,7-Sep,10:01,MC5,Insulation Failure,0:02:00,,,,
,10-Sep,8:17,10-Sep,8:23,MB2,Insulation Failure,0:06:00,,,,
,10-Sep,10:43,10-Sep,11:04,MB2,Insulation Failure,0:21:00,,,,
,10-Sep,15:09,10-Sep,15:13,MD4,Insulation Failure,0:04:00,,,,
,10-Sep,15:26,10-Sep,15:29,MC4,Insulation Failure,0:03:00,,,,
,10-Sep,15:33,10-Sep,15:34,MD4,Insulation Failure,0:01:00,,,,
,10-Sep,16:07,10-Sep,16:17,MC4,Insulation Failure,0:10:00,,,,
,11-Sep,7:07,11-Sep,7:28,MD4,Insulation Failure,0:21:00,,,,
,11-Sep,7:15,11-Sep,7:21,MB6,Insulation Failure,0:06:00,,,,
,11-Sep,8:08,11-Sep,8:11,MB6,Insulation Failure,0:03:00,,,,
,12-Sep,7:24,12-Sep,7:33,MB6,Insulation Failure,0:09:00,,,,
,12-Sep,7:24,12-Sep,7:39,MC2,Insulation Failure,0:15:00,,,,
,12-Sep,7:47,12-Sep,7:59,MC2,Insulation Failure,0:12:00,,,,
,12-Sep,7:51,12-Sep,7:52,MB6,Insulation Failure,0:01:00,,,,
,12-Sep,8:21,12-Sep,8:27,MC2,Insulation Failure,0:06:00,,,,
,12-Sep,8:58,12-Sep,9:20,MC2,Insulation Failure,0:22:00,,,,
,12-Sep,9:23,12-Sep,9:23,MC3,"	Fast Stop DC overcurrent triggered",0:00:00,,,,
,13-Sep,7:08,13-Sep,7:28,MC4,Insulation Failure,0:20:00,,,,
,13-Sep,7:08,13-Sep,7:30,MD2,Insulation Failure,0:22:00,,,,
,13-Sep,7:08,13-Sep,7:32,MD3,Insulation Failure,0:24:00,,,,
,13-Sep,7:23,13-Sep,7:27,MB4,Insulation Failure,0:04:00,,,,
,13-Sep,7:24,13-Sep,7:33,MD6,Insulation Failure,0:09:00,,,,
,13-Sep,7:29,13-Sep,7:34,MD5,Insulation Failure,0:05:00,,,,
,13-Sep,7:42,13-Sep,7:47,MD5,Insulation Failure,0:05:00,,,,
,13-Sep,8:00,13-Sep,8:03,MD3,Insulation Failure,0:03:00,,,,
,13-Sep,8:00,13-Sep,8:04,MD6,Insulation Failure,0:04:00,,,,
,13-Sep,8:00,13-Sep,8:05,MD2,Insulation Failure,0:05:00,,,,
,13-Sep,8:14,13-Sep,8:20,MD5,Insulation Failure,0:06:00,,,,
,13-Sep,8:26,13-Sep,8:30,MA4,Insulation Failure,0:04:00,,,,
,13-Sep,8:30,13-Sep,8:58,MC3,Insulation Failure,0:28:00,,,,
,13-Sep,8:31,13-Sep,8:39,MB5,Insulation Failure,0:08:00,,,,
,13-Sep,8:42,13-Sep,9:13,MD2,Insulation Failure,0:31:00,,,,
,13-Sep,8:52,13-Sep,8:59,MD4,Insulation Failure,0:07:00,,,,
,13-Sep,8:58,13-Sep,9:00,MC5,Insulation Failure,0:02:00,,,,
,13-Sep,9:43,13-Sep,9:43,MD4,Insulation Failure,0:00:00,,,,
,13-Sep,9:46,13-Sep,9:46,MD3,Insulation Failure,0:00:00,,,,
,13-Sep,9:49,13-Sep,9:49,MC5,Insulation Failure,0:00:00,,,,
,13-Sep,10:52,13-Sep,12:21,MA4,Insulation Failure,1:29:00,,,,
,13-Sep,11:05,13-Sep,11:35,MC5,Insulation Failure,0:30:00,,,,
,13-Sep,11:57,13-Sep,12:40,MD3,Insulation Failure,0:43:00,,,,
,13-Sep,12:20,13-Sep,12:22,MD5,Insulation Failure,0:02:00,,,,
,13-Sep,15:17,13-Sep,15:30,MD5,Insulation Failure,0:13:00,,,,
,16-Sep,8:00,16-Sep,8:04,MB3,Insulation Failure,0:04:00,,,,
,16-Sep,12:18,16-Sep,12:20,MD2,Insulation Failure,0:02:00,,,,
,17-Sep,8:00,17-Sep,8:03,MB3,Insulation Failure,0:03:00,,,,
,17-Sep,8:31,17-Sep,8:33,MC6,Insulation Failure,0:02:00,,,,
,17-Sep,9:25,17-Sep,9:29,MA4,Insulation Failure,0:04:00,,,,
,17-Sep,14:28,17-Sep,14:38,MA1,Insulation Failure,0:10:00,,,,
,17-Sep,14:33,17-Sep,14:36,MB3,Insulation Failure,0:03:00,,,,
,17-Sep,15:08,17-Sep,15:12,MA1,Insulation Failure,0:04:00,,,,
,17-Sep,15:13,17-Sep,15:15,MC2,Insulation Failure,0:02:00,,,,
,18-Sep,7:11,18-Sep,7:39,MD4,Insulation Failure,0:28:00,,,,
,28-Sep,8:13,28-Sep,8:17,MA6,Insulation Failure,0:04:00,,,,
,1-Oct,13:10,1-Oct,13:12,MA3,Insulation Failure,0:02:00,,,,
,1-Oct,13:33,1-Oct,13:36,MB5,Insulation Failure,0:03:00,,,,
,1-Oct,13:59,1-Oct,14:22,MB3,Insulation Failure,0:23:00,,,,
,1-Oct,14:01,1-Oct,14:14,MD5,Insulation Failure,0:13:00,,,,
,1-Oct,14:19,1-Oct,14:23,MA1,Insulation Failure,0:04:00,,,,
,1-Oct,14:25,1-Oct,14:26,MC6,Insulation Failure,0:01:00,,,,
,1-Oct,14:33,1-Oct,14:54,MC6,Insulation Failure,0:21:00,,,,
,1-Oct,14:51,1-Oct,16:05,MD5,Insulation Failure,1:14:00,,,,
,1-Oct,15:04,1-Oct,15:10,MC2,Insulation Failure,0:06:00,,,,
,2-Oct,7:12,2-Oct,7:40,MC4,Insulation Failure,0:28:00,,,,
,2-Oct,7:30,2-Oct,7:55,MB4,Insulation Failure,0:25:00,,,,
,2-Oct,7:40,2-Oct,7:58,MC6,Insulation Failure,0:18:00,,,,
,2-Oct,7:48,2-Oct,7:57,MC4,Insulation Failure,0:09:00,,,,
,2-Oct,9:01,2-Oct,9:02,MC6,Insulation Failure,0:01:00,,,,
,2-Oct,9:08,2-Oct,9:08,MC6,Insulation Failure,0:00:00,,,,
,2-Oct,9:15,2-Oct,9:15,MC6,Insulation Failure,0:00:00,,,,
,2-Oct,9:27,2-Oct,9:29,MC6,Insulation Failure,0:02:00,,,,
,2-Oct,9:36,2-Oct,9:43,MC6,Insulation Failure,0:07:00,,,,
,5-Oct,9:14,5-Oct,9:15,MB6,Insulation Failure,0:01:00,,,,
,5-Oct,16:20,5-Oct,17:15,MD5,Insulation Failure,0:55:00,,,,
,6-Oct,8:00,6-Oct,8:41,MD5,Insulation Failure,0:41:00,,,,
,7-Oct,7:02,7-Oct,7:30,MD5,Insulation Failure,0:28:00,,,,
,8-Oct,12:02,8-Oct,12:02,MC6,Insulation Failure,0:00:00,,,,
,10-Oct,14:14,10-Oct,14:15,MB6,Insulation Failure,0:01:00,,,,
,10-Oct,14:26,10-Oct,14:31,MB3,Insulation Failure,0:05:00,,,,
,10-Oct,15:29,10-Oct,16:03,MB6,Insulation Failure,0:34:00,,,,
,11-Oct,7:14,11-Oct,7:42,MC2,Insulation Failure,0:28:00,,,,
,11-Oct,8:00,11-Oct,8:06,MA1,Insulation Failure,0:06:00,,,,
,15-Oct,11:14,15-Oct,11:16,MB3,Operator Performed Maintenance,0:02:00,,,,
,15-Oct,12:19,15-Oct,12:21,MA6,Insulation Failure,0:02:00,,,,
,15-Oct,12:28,15-Oct,12:33,MA6,Insulation Failure,0:05:00,,,,
,15-Oct,16:47,15-Oct,17:06,MD1,Insulation Failure,0:19:00,,,,
,16-Oct,13:36,17-Oct,17:38,MC6,DC Switch Error Faulty,28:02:00,,,,
,17-Oct,7:07,17-Oct,7:19,MD2,Insulation Failure,0:12:00,,,,
,17-Oct,7:32,17-Oct,7:46,MD2,Insulation Failure,0:14:00,,,,
,17-Oct,8:00,17-Oct,8:19,MD2,Insulation Failure,0:19:00,,,,
,17-Oct,8:27,17-Oct,8:38,MD2,Insulation Failure,0:11:00,,,,
,17-Oct,9:02,17-Oct,9:07,MD2,Insulation Failure,0:05:00,,,,
,18-Oct,7:10,18-Oct,7:38,MC4,Insulation Failure,0:28:00,,,,
,25-Oct,7:00,25-Oct,7:26,MA6,Insulation Failure,0:26:00,,,,
,25-Oct,7:00,25-Oct,7:28,MD4,Insulation Failure,0:28:00,,,,
,26-Oct,7:05,26-Oct,7:34,MA6,Insulation Failure,0:29:00,,,,
,26-Oct,8:00,26-Oct,8:15,MD5,Insulation Failure,0:15:00,,,,
,28-Oct,6:56,28-Oct,7:23,MA6,Insulation Failure,0:27:00,,,,
,28-Oct,12:50,28-Oct,12:52,MA6,Insulation Failure,0:02:00,,,,
,28-Oct,13:28,28-Oct,13:37,MD5,Insulation Failure,0:09:00,,,,
,28-Oct,17:38,28-Oct,18:07,MC4,Insulation Failure,0:29:00,,,,
,5-Nov,8:02,5-Nov,8:10,MC5,Low Insulation Resistance,0:08:00,,,,
,6-Nov,8:00,6-Nov,8:33,MA2,Low Insulation Resistance,0:33:00,,,,
,6-Nov,8:00,6-Nov,8:28,MA3,Low Insulation Resistance,0:28:00,,,,
,9-Nov,13:45,9-Nov,13:50,MB5,Low Insulation Resistance,0:05:00,,,,
,9-Nov,13:59,9-Nov,14:02,MD5,Low Insulation Resistance,0:03:00,,,,
,9-Nov,14:04,9-Nov,14:05,MA3,Low Insulation Resistance,0:01:00,,,,
,9-Nov,14:06,9-Nov,14:10,MD2,Low Insulation Resistance,0:04:00,,,,
,9-Nov,14:06,9-Nov,14:06,MD5,Low Insulation Resistance,0:00:00,,,,
,9-Nov,14:15,9-Nov,14:17,MD6,Low Insulation Resistance,0:02:00,,,,
,9-Nov,14:22,9-Nov,15:07,MD6,Low Insulation Resistance,0:45:00,,,,
,9-Nov,14:25,9-Nov,15:21,MB3,Low Insulation Resistance,0:56:00,,,,
,9-Nov,14:26,9-Nov,14:35,MD2,Low Insulation Resistance,0:09:00,,,,
,9-Nov,14:28,9-Nov,14:33,MA6,Low Insulation Resistance,0:05:00,,,,
,9-Nov,14:47,9-Nov,15:47,MD2,Low Insulation Resistance,1:00:00,,,,
,9-Nov,17:16,9-Nov,17:44,MD5,Low Insulation Resistance,0:28:00,,,,
,10-Nov,7:28,10-Nov,7:47,MC2,Low Insulation Resistance,0:19:00,,,,
,10-Nov,7:28,10-Nov,7:34,MD5,Low Insulation Resistance,0:06:00,,,,
,10-Nov,8:00,10-Nov,8:01,MA1,Low Insulation Resistance,0:01:00,,,,
,10-Nov,8:00,10-Nov,8:10,MC6,Low Insulation Resistance,0:10:00,,,,
,10-Nov,8:00,10-Nov,8:10,MD5,Low Insulation Resistance,0:10:00,,,,
,10-Nov,8:04,10-Nov,8:17,MC2,Low Insulation Resistance,0:13:00,,,,
,10-Nov,8:11,10-Nov,8:16,MC3,Low Insulation Resistance,0:05:00,,,,
,10-Nov,8:25,10-Nov,8:28,MA3,Low Insulation Resistance,0:03:00,,,,
,10-Nov,8:30,10-Nov,8:36,MB5,Low Insulation Resistance,0:06:00,,,,
,10-Nov,8:31,10-Nov,8:32,MC4,Low Insulation Resistance,0:01:00,,,,
,10-Nov,8:34,10-Nov,8:38,MC6,Low Insulation Resistance,0:04:00,,,,
,10-Nov,8:43,10-Nov,8:52,MA5,Low Insulation Resistance,0:09:00,,,,
,10-Nov,8:46,10-Nov,8:54,MC4,Low Insulation Resistance,0:08:00,,,,
,10-Nov,8:58,10-Nov,9:03,MC3,Low Insulation Resistance,0:05:00,,,,
,10-Nov,9:15,10-Nov,9:26,MC5,Low Insulation Resistance,0:11:00,,,,
,10-Nov,9:19,10-Nov,9:30,MD3,Low Insulation Resistance,0:11:00,,,,
,10-Nov,9:51,10-Nov,9:58,MA1,Low Insulation Resistance,0:07:00,,,,
,11-Nov,7:18,11-Nov,7:32,MC4,Low Insulation Resistance,0:14:00,,,,
,11-Nov,7:21,11-Nov,7:42,MC2,Low Insulation Resistance,0:21:00,,,,
,11-Nov,7:30,11-Nov,7:43,MD1,Low Insulation Resistance,0:13:00,,,,
,11-Nov,7:30,11-Nov,7:44,MD4,Low Insulation Resistance,0:14:00,,,,
,11-Nov,8:00,11-Nov,8:50,MC4,Low Insulation Resistance,0:50:00,,,,
,11-Nov,8:00,11-Nov,8:03,MB5,Low Insulation Resistance,0:03:00,,,,
,11-Nov,8:04,11-Nov,8:04,MD5,Low Insulation Resistance,0:00:00,,,,
,11-Nov,8:13,11-Nov,8:15,MB5,Low Insulation Resistance,0:02:00,,,,
,11-Nov,8:16,11-Nov,8:17,MD5,Low Insulation Resistance,0:01:00,,,,
,11-Nov,8:26,11-Nov,8:27,MC2,Low Insulation Resistance,0:01:00,,,,
,11-Nov,8:37,11-Nov,8:39,MD5,Low Insulation Resistance,0:02:00,,,,
,11-Nov,8:43,11-Nov,8:47,MC2,Low Insulation Resistance,0:04:00,,,,
,11-Nov,8:49,11-Nov,8:59,MA6,Low Insulation Resistance,0:10:00,,,,
,11-Nov,8:49,11-Nov,9:00,MD5,Low Insulation Resistance,0:11:00,,,,
,11-Nov,9:03,11-Nov,9:09,MA6,Low Insulation Resistance,0:06:00,,,,
,11-Nov,9:03,11-Nov,9:11,MB2,Low Insulation Resistance,0:08:00,,,,
,11-Nov,9:18,11-Nov,9:57,MC2,Low Insulation Resistance,0:39:00,,,,
,11-Nov,14:02,11-Nov,14:18,MD4,Low Insulation Resistance,0:16:00,,,,
,11-Nov,14:05,11-Nov,14:15,MC4,Low Insulation Resistance,0:10:00,,,,
,11-Nov,18:31,11-Nov,18:52,MA6,Low Insulation Resistance,0:21:00,,,,
,12-Nov,7:25,12-Nov,7:43,MD4,Low Insulation Resistance,0:18:00,,,,
,12-Nov,8:12,12-Nov,8:21,MD1,Low Insulation Resistance,0:09:00,,,,
,12-Nov,8:25,12-Nov,8:30,MA6,Low Insulation Resistance,0:05:00,,,,
,13-Nov,8:00,13-Nov,8:13,MD1,Low Insulation Resistance,0:13:00,,,,
,13-Nov,8:30,13-Nov,8:38,MD1,Low Insulation Resistance,0:08:00,,,,
,13-Nov,8:42,13-Nov,8:46,MD1,Low Insulation Resistance,0:04:00,,,,
,14-Nov,9:24,14-Nov,9:30,MC2,Low Insulation Resistance,0:06:00,,,,
,14-Nov,15:17,14-Nov,15:21,MC6,Low Insulation Resistance,0:04:00,,,,
,14-Nov,15:40,14-Nov,15:42,MD5,Low Insulation Resistance,0:02:00,,,,
,14-Nov,15:42,14-Nov,15:51,MC5,Low Insulation Resistance,0:09:00,,,,
,14-Nov,15:53,14-Nov,16:11,MD5,Low Insulation Resistance,0:18:00,,,,
,15-Nov,7:01,15-Nov,7:28,MC5,Low Insulation Resistance,0:27:00,,,,
,15-Nov,7:03,15-Nov,7:31,MC2,Low Insulation Resistance,0:28:00,,,,
,15-Nov,7:13,15-Nov,7:42,MA6,Low Insulation Resistance,0:29:00,,,,
,15-Nov,7:18,15-Nov,7:46,MC4,Low Insulation Resistance,0:28:00,,,,
,15-Nov,7:22,15-Nov,7:51,MC6,Low Insulation Resistance,0:29:00,,,,
,15-Nov,8:00,15-Nov,8:07,MA6,Low Insulation Resistance,0:07:00,,,,
,15-Nov,8:01,15-Nov,8:01,MC4,Low Insulation Resistance,0:00:00,,,,
,15-Nov,8:56,15-Nov,10:03,MA6,Low Insulation Resistance,1:07:00,,,,
,15-Nov,11:20,15-Nov,11:48,MC4,Low Insulation Resistance,0:28:00,,,,
,16-Nov,6:59,16-Nov,7:27,MD4,Low Insulation Resistance,0:28:00,,,,
,16-Nov,6:59,16-Nov,7:28,MD6,Low Insulation Resistance,0:29:00,,,,
,16-Nov,15:21,16-Nov,15:50,MB1,Low Insulation Resistance,0:29:00,,,,
,16-Nov,15:40,16-Nov,16:56,MD5,Low Insulation Resistance,1:16:00,,,,
,16-Nov,16:39,16-Nov,16:44,MB1,Low Insulation Resistance,0:05:00,,,,
,17-Nov,7:50,17-Nov,7:51,MD3,Low Insulation Resistance,0:01:00,,,,
,17-Nov,17:18,17-Nov,17:46,MB5,Low Insulation Resistance,0:28:00,,,,
,18-Nov,7:08,18-Nov,7:37,MB2,Low Insulation Resistance,0:29:00,,,,
,18-Nov,7:28,18-Nov,7:40,MB1,Low Insulation Resistance,0:12:00,,,,
,18-Nov,7:52,18-Nov,7:54,MB1,Low Insulation Resistance,0:02:00,,,,
,18-Nov,15:31,18-Nov,15:38,MB1,Low Insulation Resistance,0:07:00,,,,
,18-Nov,16:06,18-Nov,16:08,MD5,Low Insulation Resistance,0:02:00,,,,
,19-Nov,11:36,19-Nov,11:45,MB2,Low Insulation Resistance,0:09:00,,,,
,19-Nov,11:55,19-Nov,12:01,MD5,Low Insulation Resistance,0:06:00,,,,
,19-Nov,12:08,19-Nov,12:09,MD5,Low Insulation Resistance,0:01:00,,,,
,19-Nov,16:58,19-Nov,17:03,MB1,Low Insulation Resistance,0:05:00,,,,
,19-Nov,17:22,19-Nov,17:26,MC6,Low Insulation Resistance,0:04:00,,,,
,20-Nov,7:21,20-Nov,7:31,MB2,Low Insulation Resistance,0:10:00,,,,
,20-Nov,8:33,20-Nov,8:35,MB4,Low Insulation Resistance,0:02:00,,,,
,22-Nov,7:26,22-Nov,7:36,MA1,Low Insulation Resistance,0:10:00,,,,
,22-Nov,9:18,22-Nov,9:19,MA1,Low Insulation Resistance,0:01:00,,,,
,22-Nov,9:32,22-Nov,9:36,MA1,Low Insulation Resistance,0:04:00,,,,
,22-Nov,9:44,22-Nov,9:47,MA1,Low Insulation Resistance,0:03:00,,,,
,23-Nov,7:04,23-Nov,7:33,MC5,Low Insulation Resistance,0:29:00,,,,
,23-Nov,7:11,23-Nov,7:39,MD4,Low Insulation Resistance,0:28:00,,,,
,23-Nov,8:16,23-Nov,8:53,MD4,Low Insulation Resistance,0:37:00,,,,
,24-Nov,7:06,24-Nov,7:27,MD2,Low Insulation Resistance,0:21:00,,,,
,26-Nov,8:00,26-Nov,8:25,MA1,Low Insulation Resistance,0:25:00,,,,
,26-Nov,7:04,26-Nov,7:32,MD6,Low Insulation Resistance,0:28:00,,,,
,27-Nov,7:18,27-Nov,7:42,MA2,Low Insulation Resistance,0:24:00,,,,
,27-Nov,11:20,27-Nov,11:22,MD5,Low Insulation Resistance,0:02:00,,,,
,27-Nov,15:54,27-Nov,15:55,MD1,Low Insulation Resistance,0:01:00,,,,
,28-Nov,12:32,28-Nov,12:35,MB3,Low Insulation Resistance,0:03:00,,,,
,28-Nov,15:32,28-Nov,15:36,MB3,Low Insulation Resistance,0:04:00,,,,
,29-Nov,7:23,29-Nov,7:44,MD3,Low Insulation Resistance,0:21:00,,,,